jun-64,0,0,0,0,0,0,0,0,0,3.020065343,37.24747256,163.0835285,389.5884292,669.4478176,581.8659227,509.3843545,546.631827,1003.668382,2058.677875,2664.704321,3390.526691,4141.516273,4408.288712,3696.559979,3076.439896,1751.637899,912.0597335,312.0734187,74.49494512,11.07357292,1.006688448,0,0,0,0,0,0
jul-64,0,0,0,0,0,0,0,0,0,0,10.06812392,38.2588709,106.7221136,302.0437177,586.9716247,866.8654697,963.5194593,1105.480007,1379.332977,1800.180557,2655.971091,3214.751968,3431.216633,3722.185414,3557.068182,2356.94781,1077.28926,353.3911497,133.9060482,6.040874353,0,0,0,0,0,0,0
ago-64,0,0,0,0,0,0,0,0,0,0,0,1.004803982,6.028823894,29.13931549,74.3554947,116.557262,138.6629496,236.1289359,363.7390416,419.0032607,466.2290478,552.6421903,803.8431859,1334.379689,2012.622377,2386.409458,1619.74402,723.4588673,263.2586434,52.24980708,5.024019912,0,0,0,0,0,0
sep-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.017201302,10.05733767,9.051603906,24.13761042,49.2809546,200.1410197,729.1569814,1547.824268,2506.288548,2954.845809,2170.37347,779.4436697,285.6283899,48.27522083,4.02293507,0,0,0,0,0,0
oct-64,0,0,0,0,0,0,0,0,0,0,10.04934777,17.0838912,22.10856508,26.12830419,4.019739106,5.024673883,0,0,0,30.1480433,139.6859339,490.4081709,1547.599556,3443.911479,5730.138096,7666.64741,6779.290002,3305.23048,1168.739145,189.9326728,37.18258673,2.009869553,0,0,0,0,0
nov-64,0,0,0,0,0,0,0,0,4.015359269,35.1343936,152.5836522,287.0981877,225.8639589,251.9637941,159.6105309,157.6028513,73.28030666,60.23038904,14.05375744,10.03839817,63.24190849,332.2709795,1090.170042,3571.66207,7136.297261,10501.16833,8926.143655,4715.035622,1494.717488,317.2133823,27.10367507,0,0,0,0,0,0
dic-64,0,0,0,0,0,0,0,6.03328403,24.13313612,111.6157546,288.5920861,659.6390539,842.6486695,1159.396081,1311.233729,1531.448596,1876.351333,1818.029588,2146.843567,1487.204513,1046.774779,715.9497049,1377.599853,3670.247785,7192.680111,9771.909034,9118.303264,4702.944901,1679.264055,263.4534026,25.13868346,0,0,0,0,0,0
ene-65,0,0,0,0,0,0,0,0,5.031269203,167.0381375,537.3395509,1732.769114,3777.476918,5485.089685,6778.12587,6915.982647,5764.828253,4839.07472,3690.939087,2671.603947,1210.52337,1295.048693,1603.968622,3538.994757,5742.690668,7675.704296,8120.468494,5110.763257,2046.720312,360.2388749,79.49405341,0,0,0,0,0,0
feb-65,0,0,0,0,0,0,0,0,0,50.2695968,51.27498873,218.1700501,617.3106487,930.9929327,1593.546218,2741.703809,3127.774313,3441.456597,3426.375718,2750.752337,2146.511783,1719.22021,1480.942322,2351.611738,4225.662307,5701.577669,5611.092394,3277.577711,1245.680609,167.9004533,36.19410969,0,0,0,0,0,0
mar-65,0,0,0,0,0,0,0,0,13.40894324,32.18146377,85.81723672,92.96867311,346.8446651,606.9781639,1525.93774,2500.320949,2823.923446,3162.722745,3833.169907,3795.624866,3135.010929,2783.696616,2416.291571,3213.676729,6188.674269,10247.11442,9897.587968,5856.132477,2057.825822,296.7846103,34.86325242,2.681788647,0,0,0,0,0
abr-65,0,0,0,0,0,0,0,0,26.13063743,16.08039226,78.39191229,269.3465704,377.8892182,677.3865241,1413.06447,2271.355407,2676.380287,3274.369875,3953.766448,3904.520247,3339.696468,2626.129062,2160.80271,2607.033596,4383.916941,6638.186931,6442.207151,3815.073065,1303.516798,245.225982,14.07034323,2.010049033,0,0,0,0,0
may-65,0,0,0,0,0,0,0,0,2.00993863,43.21368055,133.6609189,298.4758866,431.1318362,680.3642263,981.8550209,1365.753299,1793.870227,3023.952669,4105.299652,4707.276272,4981.632895,4487.187992,3821.898305,2962.649541,3314.388801,4299.25873,3879.181556,2440.065497,859.2487644,157.7801825,16.07950904,0,0,0,0,0,0
jun-65,0,0,0,0,0,0,0,0,0,4.022824183,36.20541765,40.22824183,161.9186734,327.8601709,896.0840868,1709.700278,2337.26085,3176.019693,3321.847069,3702.003955,3923.259285,4263.187928,3678.872715,2713.394912,2353.352147,2494.150994,2144.16529,1198.801607,560.1782675,98.55919249,4.022824183,5.028530229,0,0,0,0,0
jul-65,0,0,0,0,0,0,0,0,0,0,1.008242381,4.032969524,10.08242381,24.19781714,55.45333095,56.46157333,63.51927,86.70884476,103.8489652,117.9643586,116.9561162,88.72532952,76.62642095,40.32969524,28.23078667,27.22254428,33.27199857,26.2143019,13.10715095,1.008242381,0,0,0,0,0,0,0
ago-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sep-65,0,0,0,0,0,0,0,0,0,2.008428306,7.029499072,6.025284919,8.033713225,18.07585476,29.12221044,172.7248343,498.0902199,872.662099,967.0582294,959.0245162,762.1985422,678.8487675,415.7446594,275.1546779,171.7206202,123.5183408,66.2781341,39.16435197,14.05899814,5.021070766,1.004214153,0,0,0,0,0,0
oct-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00853691,0,4.017073819,52.22195965,289.229315,824.5044014,1711.273447,2565.905902,2226.463164,1938.238118,1303.540454,835.5513544,449.9122678,227.9689393,88.37562403,14.05975837,3.012805365,0,0,0,0,0,0
nov-65,0,0,0,0,0,0,4.020875982,37.19310284,48.25051179,106.5532135,306.5917936,450.33811,468.4320519,468.4320519,409.1241312,482.5051179,612.1783683,599.1105214,587.0478934,1078.599982,3254.899108,6701.795043,8006.5693,6626.403619,4435.026208,2847.785414,1657.606124,693.6011069,292.5187277,72.37576768,10.05218996,0,3.015656987,0,0,0,0
dic-65,0,0,0,0,0,0,5.835738101,21.39770637,43.76803576,470.7495402,1386.960422,2544.381812,3874.930099,4200.75881,3887.574198,3487.826139,3794.202389,3934.260103,2848.812816,1917.039966,1963.725871,3978.028139,7970.645623,11821.26015,11954.5095,8163.224981,3441.140234,1209.943033,406.5564211,90.45394057,18.47983732,9.726230169,0,0,0,0,0
ene-66,0,0,0,0,0,0,0,17.11412403,159.0606821,816.4443875,3535.576682,9974.514169,16483.92158,22780.91251,23313.46378,22182.92488,15530.5642,9765.117828,6349.340014,3917.120976,2404.031069,3485.241023,6766.11927,10216.12533,8103.034371,4039.939984,1574.499411,648.3232867,226.5104651,22.14768992,9.060418603,0,0,0,0,0,0
feb-66,0,0,0,0,0,0,2.014883859,5.037209648,30.22325789,285.1060661,1660.2643,4457.930538,9705.695549,15159.98616,19696.49716,19335.83295,14652.23542,10892.46214,6845.567911,3337.655113,1418.478237,1671.346161,2918.55927,4685.612414,4658.411482,3042.474627,1210.945199,439.2446813,257.905134,12.08930315,0,0,0,0,0,0,0
mar-66,0,0,0,0,0,0,0,0,0,19.71907596,293.595131,989.2403107,2025.587303,4699.713104,7386.984956,10179.42521,11169.76103,13123.04505,13819.78574,13634.64552,11817.20402,8260.101819,4528.814446,3256.934046,3814.545694,2722.327987,1283.930946,509.4094623,184.044709,25.19659706,4.38201688,2.19100844,0,0,0,0,0
abr-66,0,0,0,0,0,0,0,0,3.022017619,8.05871365,141.0274889,653.7631449,1700.38858,2818.535099,4008.202702,5034.681353,5924.161872,7966.038443,10070.37004,11336.59543,11031.37165,9798.388459,7602.388989,4937.976789,2313.858157,695.0640523,231.6880174,61.44769158,23.16880174,7.051374444,0,0,0,0,0,0,0
may-66,0,0,0,0,0,0,0,0,0,10.25671595,35.89850582,110.7725322,408.2172947,1064.647115,2001.085281,3292.405819,4380.643381,3740.624306,4003.196234,5996.076143,7030.978782,8807.441984,7353.039663,7126.36624,5049.381261,3055.475681,891.3086158,205.1343189,43.07820698,13.33373073,2.051343189,1.025671595,0,0,0,0,0
jun-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jul-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ago-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sep-66,0,0,0,0,0,0,0,0,0,0,0,2.011022991,6.033068973,1.005511496,2.011022991,12.06613795,12.06613795,14.07716094,33.18187935,22.1212529,43.23699431,61.33620123,466.5573339,2034.149755,5437.806168,7452.851205,6460.411359,3215.625763,978.3626851,147.8101898,8.044091964,2.011022991,0,0,0,0,0
oct-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04856385,10.04856385,10.04856385,20.0971277,43.20882455,53.25738839,251.2140962,701.3897566,1881.091152,3560.206171,6884.271092,9461.727719,9045.717176,5224.248345,1919.275695,361.7482985,49.23796286,0,0,0,0,0,0
nov-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dic-66,0,0,0,0,0,0,0,0,2.270709838,14.75961395,45.41419677,154.408269,307.6811831,302.0044085,324.7115069,270.2144708,322.4407971,156.6789788,56.76774596,11.35354919,11.35354919,9.082839354,54.49703612,347.4186053,1420.329004,4997.832354,10665.52411,13201.907,7816.918619,2044.774209,340.6064758,38.60206725,0,0,0,0,0
ene-67,0,0,0,0,0,0,0,0,16.09016979,125.7044515,385.1584393,1050.889214,2263.685762,4648.047798,6467.24262,8907.92025,10187.08875,9885.398065,6837.316525,3348.766588,1127.317521,327.8372095,337.8935656,1018.708875,2954.557428,6127.337783,11004.6705,13313.60987,8256.268373,2312.961907,323.814667,9.050720507,3.016906836,0,0,0,0
feb-67,0,0,0,0,0,0,0,0,0,11.08549665,327.5260374,2195.936109,5921.670757,9960.822627,9532.519348,9184.837862,8314.122488,6954.63749,5165.841439,2685.713507,1382.663764,458.5364524,224.7332503,432.3343694,948.3138499,1258.707756,1976.241721,2754.242032,2106.244364,717.5339651,94.73060775,0,0,0,0,0,0
mar-67,0,0,0,0,0,0,0,0,0,13.11380814,318.7664132,1329.538394,3120.077583,5028.641044,6662.823289,8667.218425,9152.429327,8000.431719,6477.212466,4661.454416,3726.33902,2545.087533,1665.453634,800.951051,618.3664915,1078.358531,4076.376822,5437.186605,4364.880601,1182.260241,244.1185823,20.17508944,5.043772361,0,0,0,0
