,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20
abr-61/sep-61,0,0,0,0,0,0,0,0,0,4.033395314,73.60535567,321.6487567,639.2693318,989.1929072,1534.304278,2129.674744,2895.70149,3755.665972,5819.806746,7598.397696,9968.218996,9246.492263,11298.71583,11681.64833,15124.06626,13415.47529,10007.57584,4441.278109,1560.218825,266.2020514,28.2223358,4.028729195,0,0,0,0,0
oct-61/mar-62,0,0,0,0,0,0,1.005509926,8.044079411,20.11244544,97.54567363,168.962385,299.7443488,610.6572754,834.0642473,1113.845415,1274.880414,1404.747163,1562.694452,1918.856511,2220.780875,3497.714629,5507.244404,9965.806121,15516.59779,27621.0879,31501.28312,25107.2925,11882.18367,3894.926104,694.2472937,92.56194589,13.07579589,0,0,0,0,0
abr-62/sep-62,0,0,0,0,0,0,0,0,0,0,3.021932296,13.10262808,96.76396231,734.7685018,2986.517119,5545.676736,7507.366502,8821.907611,10896.98401,10551.55663,11234.42589,8974.401269,10786.87093,12316.41362,20051.22012,21821.6524,19510.7753,9472.683039,3458.66017,718.7963408,69.55893869,2.015941483,0,0,0,0,0
oct-62/mar-63,0,0,0,0,0,0,0,0,0,4.030697739,78.64163538,388.2307355,1256.508729,2578.502719,2706.25232,2656.044431,2537.618361,2835.759578,2583.494203,2547.504157,5184.028024,10554.53002,18546.94866,23060.99348,30848.72303,29212.5668,28124.45362,18429.87676,9702.871987,2661.191805,426.940999,28.66637137,2.012589447,0,0,0,0
abr-63/sep-63,0,0,0,0,0,0,0,0,3.047455688,15.99914236,84.02612906,238.3914158,522.1981623,1220.224459,2758.598873,5218.629554,7633.098097,9672.043785,11179.5484,10476.38964,10063.07388,8136.218626,9781.039759,13401.49335,21053.4327,20064.49593,14563.23516,6882.5042,2869.686198,687.6326929,123.3284283,16.18220927,0,0,0,0,0
oct-63/mar-64,0,0,0,0,0,0,0,42.33796358,315.524937,918.3327083,2454.589812,4581.442984,8015.205279,13967.54762,20535.6481,25645.39834,27764.52567,24887.27697,23575.2847,20051.83002,20517.05353,22628.40771,29154.09562,33499.41568,35950.15681,26550.45324,15172.2502,5133.080948,1648.355443,252.9218419,54.37068343,2.01472451,0,0,0,0,0
abr-64/sep-64,0,0,0,0,0,0,0,0,0,12.09381932,105.785039,288.0358393,634.4208263,1324.350875,2127.644044,3790.146115,7046.036827,11505.70278,17559.97658,19629.67674,22207.92388,22791.94819,22740.65544,19687.17675,18543.16015,13816.8369,8597.681131,3096.005865,1017.433336,146.8778164,13.07926237,0,0,0,0,0,0
oct-64/mar-65,0,0,0,0,0,0,0,6.03328403,46.58870783,396.2393463,1125.656862,3007.72897,5832.253425,8460.548961,11372.47383,13852.08353,13666.15765,13321.51404,13111.38204,10745.3721,7741.748704,7336.594375,9516.571966,19790.10456,36216.14271,51564.12116,48452.88578,26967.68445,9692.947431,1595.523396,239.9763608,4.691658201,0,0,0,0,0
abr-65/sep-65,0,0,0,0,0,0,0,0,28.14057606,65.3253253,256.2959903,618.1089533,989.0558648,1727.884593,3375.579119,5575.995392,7369.120855,10433.71318,12451.82036,13390.78935,13123.74331,12144.07908,10153.94481,8598.562421,10251.6093,13582.33754,12565.10413,7519.318822,2750.109979,507.5946701,35.17689061,7.038579262,0,0,0,0,0
